topic,sentence_en,sentence_ro,annotation,set
nuclear energy,"In 2011 , The Economist reported that nuclear power "" looks dangerous , unpopular , expensive and risky "" , and that "" it is replaceable with relative ease and could be forgone with no huge structural shifts in the way the world works "" .","În 2011, The Economist a raportat că energia nucleară „pare periculoasă, nepopulară, costisitoare și riscantă” și că „este înlocuibilă cu relativă ușurință și ar putea fi renunțată fără schimbări structurale uriașe în modul în care funcționează lumea”.",Argument_against,train
nuclear energy,"Compared to 2010 , the nuclear industry produced 11 % less electricity in 2012 .","Comparativ cu 2010 , industria nucleară a produs cu 11 % mai puţină energie electrică în 2012 .",Argument_against,train
nuclear energy,It is now asking for $ 100 billion .,Acum cere 100 de miliarde de dolari.,Argument_against,train
nuclear energy,"The potential for a reoccurrence of the accident will further stress the community infrastructure , causing increased loss of confidence and a breakdown of the social and political order .","Potențialul de reapariție a accidentului va stresa și mai mult infrastructura comunității, provocând o pierdere sporită a încrederii și o defalcare a ordinii sociale și politice.",Argument_against,train
nuclear energy,Alleviating the potential for one environmental catastrophe by creating another one is not the answer .,Atenuarea potențialului pentru o catastrofă de mediu prin crearea alteia nu este răspunsul.,Argument_against,train
nuclear energy,Claims that nuclear energy is “ safe ” have no more grounding than the land the decimated Fukushima power plant sits upon .,Afirmațiile conform cărora energia nucleară este „sigură” nu au mai multe temelii decât terenul pe care se află centrala electrică decimată de la Fukushima.,Argument_against,train
nuclear energy,"Therefore , he suggested , we might do better to contemplate a radical redesign , or if that was not possible , to abandon such technology entirely .","Prin urmare, a sugerat el, s-ar putea să facem mai bine să ne gândim la o reproiectare radicală sau, dacă acest lucru nu este posibil, să renunțăm complet la o astfel de tehnologie.",Argument_against,train
nuclear energy,"Moreover , power reactors themselves produce plutonium , which may be used in bombs .","Mai mult decât atât, reactoarele de putere în sine produc plutoniu, care poate fi folosit în bombe.",Argument_against,train
nuclear energy,"In a published rebuttal to Hansen 's analyses , eight energy and climate scholars say that "" nuclear power reactors are less effective at displacing greenhouse gas emissions than energy efficiency initiatives and renewable energy technologies "" .","Într-o respingere publicată a analizelor lui Hansen, opt cercetători în domeniul energiei și climatului spun că „reactoarele nucleare sunt mai puțin eficiente în înlocuirea emisiilor de gaze cu efect de seră decât inițiativele de eficiență energetică și tehnologiile de energie regenerabilă”.",Argument_against,train
nuclear energy,"The studies also inform us that up to 2,646 lb of the highly radioactive and long-lasting isotope caesium-137 would be released into the atmosphere , contaminating Britain , Ireland , continental Europe and beyond , making swathes of the country uninhabitable and causing more than two million cancers .","Studiile ne informează, de asemenea, că până la 2.646 lb din izotopul extrem de radioactiv și de lungă durată cesiu-137 ar fi eliberat în atmosferă, contaminând Marea Britanie, Irlanda, Europa continentală și nu numai, făcând zone din țară nelocuibile și provocând peste două milioane de cancere.",Argument_against,train
nuclear energy,"Even with all the safety checks in the world , people make errors and the slightest error could be very costly indeed .","Chiar și cu toate verificările de siguranță din lume, oamenii fac erori și cea mai mică eroare ar putea fi într-adevăr foarte costisitoare.",Argument_against,train
nuclear energy,"Nuclear power goes against the will of the people : Ever since the Fukushima disaster in 2011 , the bulk of the Japanese public has been against nuclear energy .","Energia nucleară este împotriva voinței oamenilor: încă de la dezastrul de la Fukushima din 2011, cea mai mare parte a publicului japonez a fost împotriva energiei nucleare.",Argument_against,train
nuclear energy,Cost estimates also need to take into account plant decommissioning and nuclear waste storage costs .,"Estimările de costuri trebuie să ia în considerare , de asemenea , costurile de dezafectare a instalațiilor și de depozitarea deșeurilor nucleare .",Argument_against,train
nuclear energy,There is however no radioactive spent fuel that needs to be stored or reprocessed with conventional renewable energy sources .,"Cu toate acestea, nu există combustibil uzat radioactiv care să fie depozitat sau reprocesat cu surse convenționale de energie regenerabilă.",Argument_against,train
nuclear energy,"Although construction of safe nuclear power plants may be feasible , and may help meet rising energy needs in the short term , ignoring the longer term implications of nuclear power may lead to even bigger problems .","Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari.",Argument_against,train
nuclear energy,One of the interesting things about modern nuclear power in the US is that few really understand how it works day to day -- including most experts who are commenting to the media on the topic .,Unul dintre lucrurile interesante despre energia nucleară modernă din SUA este că puțini înțeleg cu adevărat cum funcționează zi de zi -- inclusiv majoritatea experților care comentează mass-media pe această temă.,Argument_against,train
nuclear energy,"The rush to build new nuclear power plants may "" create problems for effective management , operation and regulatory oversight "" with the biggest potential bottleneck being human resources – "" coming up with enough trained personnel to build and operate all of these new plants , as well as regulate the industry "" .","Graba de a construi noi centrale nucleare poate „crea probleme pentru gestionarea eficientă, operarea și supravegherea reglementară”, cel mai mare blocaj potențial fiind resursele umane – „amenajarea cu personal calificat suficient pentru a construi și a opera toate aceste noi centrale, precum și pentru a reglementa industria”.",Argument_against,train
nuclear energy,More protests followed wherever locations for radioactive waste processing and storage were considered .,Au urmat mai multe proteste oriunde au fost luate în considerare locații pentru procesarea și depozitarea deșeurilor radioactive.,Argument_against,train
nuclear energy,"Again , without that indemnity , without the government subsidies and loan guarantees , and tax breaks , the nuclear industry could not exist ; the laws of the free market are not allowed to apply to nuclear power .","Din nou, fără această indemnizație, fără subvențiile guvernamentale și garanțiile de împrumut și scutiri fiscale, industria nucleară nu ar putea exista; legile pieţei libere nu au voie să se aplice energiei nucleare .",Argument_against,train
